TransactionID,BorrowDate,DueDate,ReturnDate,TransactionStatus,OverdueFlag,LoanDurationDays,DaysOverdue,MemberID,Age,AgeGroup,Gender,MembershipType,City,BookTitle,Author,Category,PublishedYear,BookPriceNPR,FineAmountNPR,BorrowYear
T004449,2025-03-08,2025-03-18,2025-03-17,Returned,On Time,9.0,0.0,M01629,21,18-25,Female,Public,Pokhara,Modern Data Science Concepts,Carrie Williams,Machine Learning,2012,2150,0,2025
T004450,2025-03-12,2025-04-05,2025-04-05,Returned,On Time,24.0,0.0,M01163,17,Under 18,Male,Researcher,Pokhara,Complete Business Applications,Shannon Cochran,Business,2009,1050,0,2025
T004451,2025-10-27,2025-11-09,2025-11-09,Returned,On Time,13.0,0.0,M01648,19,18-25,Male,Public,Kathmandu,Modern Networking Applications,Kayla Ward,Business,2025,2000,0,2025
T004452,2024-01-27,2024-02-07,2024-02-05,Returned,On Time,9.0,0.0,M00674,35,26-35,Male,Public,Kathmandu,Practical Networking Handbook,Michael Hernandez,Business,2014,350,0,2024
T004453,2024-08-29,2024-09-11,,Borrowed,On Time,,,M00110,19,18-25,Female,Public,Kathmandu,Essential Economics Handbook,Rhonda Mckenzie,Self Help,2016,1050,0,2024
T004454,2025-01-28,2025-02-09,2025-02-07,Returned,On Time,10.0,0.0,M00609,77,65+,Female,Public,Pokhara,Modern Networking Handbook,Emily Russell,Marketing,2020,425,0,2025
T004455,2024-06-16,2024-06-29,2024-06-26,Returned,On Time,10.0,0.0,M01705,18,18-25,Female,Student,Kathmandu,Essential Cyber Security Applications,Carolyn Smith,Marketing,2020,1350,0,2024
T004456,2024-12-14,2024-12-24,2025-01-06,Returned,Overdue,23.0,13.0,M01951,42,36-50,Male,Public,Kathmandu,Advanced Business Applications,Nichole Collins,AI,2016,300,130,2024
T004457,2025-10-01,2025-10-23,2025-10-20,Returned,On Time,19.0,0.0,M00183,29,26-35,Male,Faculty,Kathmandu,Complete Computer Science Handbook,Nicholas Baker,Marketing,2020,1725,0,2025
T004458,2024-08-07,2024-08-28,,Borrowed,On Time,,,M01426,29,26-35,Male,Researcher,Kathmandu,Advanced Psychology Guide,Steven Lee,Computer Science,2024,600,0,2024
T004459,2024-09-27,2024-10-20,2024-11-02,Returned,Overdue,36.0,13.0,M01156,36,36-50,Male,Researcher,Kathmandu,Essential Cloud Computing Guide,Jessica Jones,AI,2021,1250,130,2024
T004460,2025-11-18,2025-11-29,2025-12-06,Returned,Overdue,18.0,7.0,M00938,20,18-25,Male,Public,Biratnagar,Modern Data Science Concepts,Lisa Jackson,Self Help,2023,1875,70,2025
T004461,2024-12-15,2024-12-26,2024-12-24,Returned,On Time,9.0,0.0,M00963,62,51-65,Female,Public,Kathmandu,Modern Cyber Security Techniques,Taylor Terrell,Marketing,2016,1025,0,2024
T004462,2025-08-25,2025-09-02,,Borrowed,On Time,,,M00933,33,26-35,Male,Public,Pokhara,Practical Computer Science Techniques,William Moore,Finance,2013,2300,0,2025
T004463,2025-06-10,2025-06-30,,Borrowed,On Time,,,M01630,44,36-50,Male,Faculty,Pokhara,Essential Business Applications,Caleb Salinas,Psychology,2023,1350,0,2025
T004464,2024-11-25,2024-12-09,2024-12-07,Returned,On Time,12.0,0.0,M01838,32,26-35,Female,Student,Pokhara,Complete Fiction Applications,Olivia Campos,Psychology,2017,1050,0,2024
T004465,2024-12-15,2024-12-31,,Borrowed,On Time,,,M00519,43,36-50,Male,Student,Kathmandu,Complete Business Applications,Kristen Elliott,Machine Learning,2018,900,0,2024
T004466,2024-08-16,2024-09-01,2024-09-01,Returned,On Time,16.0,0.0,M02084,51,51-65,Male,Student,Nepalgunj,Modern Psychology Techniques,Kayla Hansen,History,2020,2475,0,2024
T004467,2025-09-09,2025-09-18,2025-09-16,Returned,On Time,7.0,0.0,M01355,21,18-25,Female,Public,Kathmandu,Complete Cloud Computing Concepts,Amanda Caldwell,Cloud Computing,2013,1925,0,2025
T004468,2024-10-19,2024-11-08,2024-11-08,Returned,On Time,20.0,0.0,M01117,16,Under 18,Male,Faculty,Kathmandu,Modern Cyber Security Applications,Tracy Mitchell,Self Help,2021,1925,0,2024
T004469,2025-05-30,2025-06-11,2025-06-09,Returned,On Time,10.0,0.0,M00931,50,36-50,Male,Public,Kathmandu,Advanced Self Help Applications,Angela Kirby,History,2012,2325,0,2025
T004470,2025-02-23,2025-03-14,2025-03-13,Returned,On Time,18.0,0.0,M00355,69,65+,Male,Faculty,Kathmandu,Essential Psychology Guide,Michael Roth,Psychology,2015,1900,0,2025
T004471,2024-06-30,2024-07-22,2024-07-20,Returned,On Time,20.0,0.0,M00426,57,51-65,Female,Faculty,Biratnagar,Essential Self Help Techniques,Charlene Baker,AI,2018,1275,0,2024
T004472,2025-02-20,2025-03-01,,Borrowed,On Time,,,M00780,21,18-25,Male,Public,Kathmandu,Advanced Finance Techniques,Joseph Brock,Fiction,2021,1525,0,2025
T004473,2025-08-06,2025-08-17,2025-08-14,Returned,On Time,8.0,0.0,M01079,39,36-50,Male,Public,Biratnagar,Practical Finance Concepts,Bryan Gomez,Finance,2021,1800,0,2025
T004474,2025-09-16,2025-10-06,2025-10-15,Returned,Overdue,29.0,9.0,M01870,72,65+,Male,Researcher,Biratnagar,Essential Machine Learning Applications,Raymond Brewer Jr.,History,2021,1525,90,2025
T004475,2025-09-04,2025-09-23,2025-09-21,Returned,On Time,17.0,0.0,M01011,20,18-25,Male,Researcher,Kathmandu,Modern Fiction Guide,Christopher Harrison,Machine Learning,2017,325,0,2025
T004476,2025-01-01,2025-01-13,2025-01-10,Returned,On Time,9.0,0.0,M00503,66,65+,Male,Student,Biratnagar,Complete Finance Techniques,James Lamb,Psychology,2014,575,0,2025
T004477,2025-05-23,2025-06-06,2025-06-05,Returned,On Time,13.0,0.0,M01684,61,51-65,Female,Student,Biratnagar,Essential Computer Science Concepts,Angela Walker,Data Science,2012,2100,0,2025
T004478,2025-02-01,2025-02-11,,Borrowed,On Time,,,M01927,27,26-35,Female,Public,Nepalgunj,Advanced Finance Techniques,Christopher White,Fiction,2013,400,0,2025
T004479,2024-11-14,2024-11-28,2024-11-28,Returned,On Time,14.0,0.0,M00180,20,18-25,Female,Student,Kathmandu,Modern Cloud Computing Concepts,Melissa Hunt PhD,Business,2015,1125,0,2024
T004480,2025-11-14,2025-12-05,2025-12-04,Returned,On Time,20.0,0.0,M01952,17,Under 18,Male,Researcher,Nepalgunj,Complete Fiction Handbook,Sara Johnson,Fiction,2020,2400,0,2025
T004481,2024-06-03,2024-06-23,2024-07-01,Returned,Overdue,28.0,8.0,M01518,31,26-35,Female,Researcher,Biratnagar,Practical Computer Science Concepts,Elizabeth Mason,Computer Science,2016,925,80,2024
T004482,2025-01-28,2025-02-09,,Borrowed,On Time,,,M02108,70,65+,Female,Public,Kathmandu,Practical Cloud Computing Applications,Todd Wells,Business,2011,1250,0,2025
T004483,2025-07-08,2025-07-21,2025-07-18,Returned,On Time,10.0,0.0,M00535,16,Under 18,Male,Public,Biratnagar,Complete Self Help Applications,Holly Buchanan,Machine Learning,2022,1650,0,2025
T004484,2025-11-30,2025-12-20,2025-12-19,Returned,On Time,19.0,0.0,M00906,21,18-25,Male,Researcher,Biratnagar,Practical Psychology Techniques,Cassandra Mcpherson,Machine Learning,2023,675,0,2025
T004485,2025-09-09,2025-09-30,2025-10-10,Returned,Overdue,31.0,10.0,M00747,22,18-25,Male,Faculty,Kathmandu,Complete Economics Techniques,Angela Blair,Fiction,2009,2075,100,2025
T004486,2024-08-28,2024-09-20,2024-09-17,Returned,On Time,20.0,0.0,M01961,18,18-25,Female,Faculty,Biratnagar,Essential Psychology Techniques,Tara Simmons,AI,2010,1100,0,2024
T004487,2025-01-04,2025-01-17,2025-01-14,Returned,On Time,10.0,0.0,M00540,19,18-25,Male,Student,Biratnagar,Modern Economics Concepts,Brian Rivera,Business,2014,300,0,2025
T004488,2024-11-09,2024-11-21,2024-11-20,Returned,On Time,11.0,0.0,M02178,29,26-35,Female,Public,Kathmandu,Essential Economics Applications,Joseph Peterson,Fiction,2016,1900,0,2024
T004489,2024-12-14,2024-12-26,,Borrowed,On Time,,,M00957,49,36-50,Male,Student,Kathmandu,Practical Cyber Security Handbook,Kathleen Howard,Fiction,2011,1475,0,2024
T004490,2024-09-19,2024-10-02,,Borrowed,On Time,,,M02154,72,65+,Male,Public,Pokhara,Essential Business Techniques,Michelle Mitchell,Self Help,2014,2100,0,2024
T004491,2025-08-04,2025-08-23,2025-08-20,Returned,On Time,16.0,0.0,M00287,22,18-25,Female,Researcher,Pokhara,Advanced Networking Techniques,Claudia Ramos,Fiction,2025,1475,0,2025
T004492,2025-02-24,2025-03-07,2025-03-06,Returned,On Time,10.0,0.0,M00578,28,26-35,Female,Public,Kathmandu,Advanced Computer Science Techniques,Brittney Sheppard,Cloud Computing,2021,525,0,2025
T004493,2025-12-24,2026-01-16,2026-01-13,Returned,On Time,20.0,0.0,M00339,17,Under 18,Female,Researcher,Biratnagar,Complete Finance Guide,Sheila Wilson,AI,2008,1375,0,2025
T004494,2025-09-15,2025-10-08,2025-10-08,Returned,On Time,23.0,0.0,M01283,23,18-25,Male,Faculty,Kathmandu,Modern Machine Learning Concepts,Mary Chavez,Fiction,2008,350,0,2025
T004495,2025-02-16,2025-03-02,2025-03-09,Returned,Overdue,21.0,7.0,M01193,56,51-65,Female,Student,Kathmandu,Complete Finance Guide,Seth Le,Finance,2024,1825,70,2025
T004496,2025-12-18,2025-12-31,2025-12-28,Returned,On Time,10.0,0.0,M00535,19,18-25,Male,Public,Pokhara,Advanced Computer Science Guide,Justin Kelly,Machine Learning,2012,1300,0,2025
T004497,2025-09-21,2025-10-08,2025-10-09,Returned,Overdue,18.0,1.0,M02020,55,51-65,Male,Student,Biratnagar,Advanced Computer Science Techniques,Jesse Edwards,Fiction,2015,1300,10,2025
T004498,2025-12-20,2026-01-03,,Borrowed,On Time,,,M01763,77,65+,Male,Student,Kathmandu,Advanced Computer Science Concepts,John Alexander,Fiction,2008,650,0,2025
T004499,2024-04-24,2024-05-06,,Borrowed,On Time,,,M00185,34,26-35,Male,Student,Nepalgunj,Advanced Economics Handbook,Michael Chase,Cyber Security,2019,2300,0,2024
T004500,2025-07-17,2025-08-07,2025-08-04,Returned,On Time,18.0,0.0,M01855,42,36-50,Male,Researcher,Pokhara,Essential Business Techniques,Sandra Jones,History,2019,2275,0,2025
T004501,2024-01-17,2024-02-10,2024-02-08,Returned,On Time,22.0,0.0,M00299,52,51-65,Male,Faculty,Pokhara,Essential Cyber Security Handbook,Brian Mendoza,Self Help,2010,525,0,2024
T004502,2025-12-22,2026-01-03,,Borrowed,On Time,,,M01594,21,18-25,Female,Student,Pokhara,Complete History Concepts,John Walters,Finance,2021,1900,0,2025
T004503,2024-12-10,2024-12-27,2024-12-24,Returned,On Time,14.0,0.0,M01581,15,Under 18,Male,Student,Nepalgunj,Essential Machine Learning Guide,Thomas Henderson,Fiction,2021,2225,0,2024
T004504,2025-09-05,2025-09-18,,Borrowed,On Time,,,M00324,36,36-50,Female,Public,Kathmandu,Practical Cyber Security Concepts,Pamela Peters,Marketing,2009,1450,0,2025
T004505,2024-01-29,2024-02-20,2024-02-20,Returned,On Time,22.0,0.0,M01466,35,26-35,Male,Faculty,Kathmandu,Advanced AI Techniques,Chad Leblanc,Marketing,2020,2325,0,2024
T004506,2024-01-15,2024-01-30,2024-01-28,Returned,On Time,13.0,0.0,M00897,31,26-35,Male,Student,Kathmandu,Practical Machine Learning Guide,Julie Hayes,Data Science,2012,2425,0,2024
T004507,2025-07-08,2025-07-17,,Borrowed,On Time,,,M00596,15,Under 18,Male,Public,Kathmandu,Modern Cloud Computing Techniques,Mary Taylor,Finance,2015,450,0,2025
T004508,2024-02-23,2024-03-04,,Borrowed,On Time,,,M01548,72,65+,Female,Public,Pokhara,Practical Networking Guide,Amy Zavala,Finance,2022,575,0,2024
T004509,2025-09-11,2025-09-22,,Borrowed,On Time,,,M00313,30,26-35,Female,Public,Kathmandu,Practical AI Handbook,Angela Burgess,Fiction,2013,2300,0,2025
T004510,2024-01-20,2024-02-01,2024-01-31,Returned,On Time,11.0,0.0,M00755,40,36-50,Male,Public,Pokhara,Essential History Handbook,Natalie Fitzgerald,Fiction,2012,1875,0,2024
T004511,2024-10-18,2024-10-26,,Borrowed,On Time,,,M02171,59,51-65,Female,Public,Pokhara,Advanced Self Help Applications,Austin Mcguire,Fiction,2010,1625,0,2024
T004512,2025-10-16,2025-11-01,2025-10-29,Returned,On Time,13.0,0.0,M00199,18,18-25,Female,Student,Kathmandu,Advanced Data Science Applications,Ashley Moore,Data Science,2009,2000,0,2025
T004513,2025-10-01,2025-10-16,2025-11-03,Returned,Overdue,33.0,18.0,M01077,16,Under 18,Male,Student,Kathmandu,Complete Economics Guide,Alexa Morgan,Self Help,2020,925,180,2025
T004514,2024-04-27,2024-05-12,2024-05-09,Returned,On Time,12.0,0.0,M00796,24,18-25,Male,Student,Nepalgunj,Complete Business Applications,Stephanie Hopkins,Marketing,2017,1800,0,2024
T004515,2025-05-21,2025-06-09,2025-06-07,Returned,On Time,17.0,0.0,M01203,27,26-35,Male,Faculty,Kathmandu,Practical Cloud Computing Handbook,Monica Thomas,Psychology,2017,1225,0,2025
T004516,2025-12-05,2025-12-27,2025-12-24,Returned,On Time,19.0,0.0,M02164,40,36-50,Female,Faculty,Pokhara,Complete History Concepts,Derek Smith,Computer Science,2008,1500,0,2025
T004517,2025-10-17,2025-11-03,2025-11-03,Returned,On Time,17.0,0.0,M01969,20,18-25,Female,Student,Pokhara,Modern Cyber Security Handbook,Amanda Jones,Fiction,2023,1975,0,2025
T004518,2025-08-17,2025-08-25,2025-08-24,Returned,On Time,7.0,0.0,M00982,17,Under 18,Female,Public,Biratnagar,Complete Business Applications,Kathryn Collins,Marketing,2011,1975,0,2025
T004519,2024-09-07,2024-09-29,,Borrowed,On Time,,,M02043,19,18-25,Female,Faculty,Biratnagar,Advanced Data Science Handbook,Connie Santiago,Networking,2019,2450,0,2024
T004520,2024-09-21,2024-10-11,,Borrowed,On Time,,,M00082,20,18-25,Male,Faculty,Biratnagar,Complete History Guide,Eric Martinez,Self Help,2012,1700,0,2024
T004521,2024-12-07,2024-12-19,,Borrowed,On Time,,,M01782,17,Under 18,Male,Public,Kathmandu,Complete Machine Learning Applications,Breanna Elliott,Self Help,2014,1075,0,2024
T004522,2024-07-10,2024-07-18,,Borrowed,On Time,,,M01033,74,65+,Male,Public,Pokhara,Practical Economics Handbook,Donald Martin,Cloud Computing,2021,1350,0,2024
T004523,2025-12-07,2025-12-23,2025-12-22,Returned,On Time,15.0,0.0,M01370,20,18-25,Male,Student,Pokhara,Modern Networking Techniques,Brian Gray,Computer Science,2022,500,0,2025
T004524,2024-10-09,2024-10-22,2024-10-21,Returned,On Time,12.0,0.0,M01028,28,26-35,Female,Public,Kathmandu,Advanced Finance Techniques,Dustin Shaw,Self Help,2019,1425,0,2024
T004525,2025-02-28,2025-03-10,2025-03-26,Returned,Overdue,26.0,16.0,M01392,33,26-35,Female,Public,Biratnagar,Essential Self Help Techniques,Michael West,Finance,2019,2025,160,2025
T004526,2025-05-20,2025-06-01,2025-06-06,Returned,Overdue,17.0,5.0,M00067,47,36-50,Male,Public,Pokhara,Advanced History Concepts,Rachel Freeman,Data Science,2008,1575,50,2025
T004527,2025-12-03,2025-12-18,2025-12-17,Returned,On Time,14.0,0.0,M00341,17,Under 18,Male,Student,Kathmandu,Essential Economics Concepts,Martin Ramirez,Economics,2008,1575,0,2025
T004528,2024-05-11,2024-06-02,2024-06-12,Returned,Overdue,32.0,10.0,M01471,22,18-25,Male,Faculty,Kathmandu,Modern Fiction Techniques,Victor Phillips,Economics,2020,1175,100,2024
T004529,2024-07-09,2024-07-26,,Borrowed,On Time,,,M00610,36,36-50,Female,Student,Nepalgunj,Modern Machine Learning Applications,Richard Roberts,History,2022,1150,0,2024
T004530,2025-10-30,2025-11-16,2025-11-13,Returned,On Time,14.0,0.0,M00644,26,26-35,Female,Student,Kathmandu,Advanced Marketing Applications,Carl Strickland,Fiction,2024,1700,0,2025
T004531,2025-10-07,2025-10-31,2025-10-28,Returned,On Time,21.0,0.0,M00438,20,18-25,Female,Faculty,Pokhara,Modern Marketing Concepts,Brittany Sandoval,Fiction,2018,500,0,2025
T004532,2024-03-31,2024-04-13,2024-04-11,Returned,On Time,11.0,0.0,M00183,49,36-50,Female,Student,Kathmandu,Complete Business Guide,Andrew Pittman,History,2023,2175,0,2024
T004533,2024-02-21,2024-03-11,2024-03-08,Returned,On Time,16.0,0.0,M01781,18,18-25,Female,Faculty,Pokhara,Practical Marketing Concepts,Joshua Miller,History,2014,575,0,2024
T004534,2025-09-20,2025-09-28,2025-10-27,Returned,Overdue,37.0,29.0,M02029,24,18-25,Female,Public,Kathmandu,Modern Cloud Computing Applications,Scott Reynolds,Self Help,2010,575,290,2025
T004535,2024-12-23,2024-12-31,2024-12-30,Returned,On Time,7.0,0.0,M01943,48,36-50,Male,Public,Kathmandu,Essential Business Applications,Donna Kline,Networking,2022,1025,0,2024
T004536,2025-07-03,2025-07-15,2025-07-12,Returned,On Time,9.0,0.0,M00431,57,51-65,Female,Student,Kathmandu,Complete Business Techniques,Kayla Cox,Self Help,2008,2275,0,2025
T004537,2024-01-09,2024-01-22,2024-01-22,Returned,On Time,13.0,0.0,M00801,22,18-25,Female,Student,Pokhara,Advanced Cloud Computing Concepts,Alyssa Williams,Finance,2015,600,0,2024
T004538,2024-05-19,2024-06-04,,Borrowed,On Time,,,M00397,34,26-35,Male,Student,Kathmandu,Modern Machine Learning Guide,Michael Rosario,Self Help,2010,575,0,2024
T004539,2024-05-07,2024-05-28,2024-05-25,Returned,On Time,18.0,0.0,M00156,29,26-35,Female,Faculty,Pokhara,Advanced History Handbook,Erika Scott,Business,2008,1425,0,2024
T004540,2024-04-19,2024-05-12,2024-05-12,Returned,On Time,23.0,0.0,M00082,56,51-65,Female,Researcher,Kathmandu,Essential Fiction Handbook,Susan Brown,Cloud Computing,2018,1000,0,2024
T004541,2024-11-25,2024-12-12,2024-12-10,Returned,On Time,15.0,0.0,M00127,32,26-35,Male,Student,Kathmandu,Advanced Computer Science Guide,Mrs. Mary Castro MD,Fiction,2024,325,0,2024
T004542,2025-12-02,2025-12-13,2025-12-13,Returned,On Time,11.0,0.0,M01518,25,18-25,Male,Public,Nepalgunj,Advanced Machine Learning Handbook,Debra Davis,Economics,2022,2175,0,2025
T004543,2025-03-22,2025-04-14,2025-04-16,Returned,Overdue,25.0,2.0,M01025,69,65+,Male,Faculty,Kathmandu,Essential AI Guide,Olivia Thompson,AI,2010,1525,20,2025
T004544,2024-09-06,2024-09-18,2024-09-18,Returned,On Time,12.0,0.0,M00178,31,26-35,Male,Student,Nepalgunj,Advanced Cloud Computing Applications,Raymond Johnson,Data Science,2016,300,0,2024
T004545,2025-11-30,2025-12-13,2025-12-16,Returned,Overdue,16.0,3.0,M00497,75,65+,Female,Public,Kathmandu,Essential Business Guide,Ashley Hernandez,Economics,2016,2275,30,2025
T004546,2024-10-15,2024-10-26,2024-11-05,Returned,Overdue,21.0,10.0,M01767,41,36-50,Female,Public,Nepalgunj,Modern Self Help Concepts,Richard Adams DDS,Networking,2018,2250,100,2024
T004547,2024-11-16,2024-11-30,,Borrowed,On Time,,,M01543,33,26-35,Male,Student,Pokhara,Complete Computer Science Applications,Matthew Johnson,Cloud Computing,2017,1200,0,2024
T004548,2025-04-17,2025-04-30,2025-04-27,Returned,On Time,10.0,0.0,M00531,20,18-25,Female,Student,Kathmandu,Advanced Computer Science Guide,Michael Joseph,Cyber Security,2019,1525,0,2025
T004549,2024-05-17,2024-05-30,,Borrowed,On Time,,,M01332,57,51-65,Male,Public,Nepalgunj,Practical Cloud Computing Techniques,Anthony Palmer,Finance,2018,2175,0,2024
T004550,2024-08-23,2024-09-02,2024-09-04,Returned,Overdue,12.0,2.0,M02194,59,51-65,Male,Public,Kathmandu,Advanced Business Concepts,Deborah Taylor,History,2011,625,20,2024
T004551,2024-09-21,2024-10-04,2024-11-08,Returned,Overdue,48.0,35.0,M00465,16,Under 18,Female,Student,Pokhara,Advanced Networking Concepts,Sarah Olson,Fiction,2012,2325,350,2024
T004552,2025-10-12,2025-10-27,,Borrowed,On Time,,,M00327,21,18-25,Male,Student,Biratnagar,Practical Networking Applications,Jason Medina,History,2008,550,0,2025
T004553,2024-10-02,2024-10-18,,Borrowed,On Time,,,M00787,22,18-25,Female,Student,Nepalgunj,Advanced Networking Applications,Andrea Barker,Data Science,2009,975,0,2024
T004554,2025-06-03,2025-06-16,2025-06-13,Returned,On Time,10.0,0.0,M01658,26,26-35,Female,Public,Pokhara,Practical Self Help Techniques,Cynthia Austin,History,2019,1000,0,2025
T004555,2024-11-19,2024-12-09,2024-12-15,Returned,Overdue,26.0,6.0,M01766,50,36-50,Male,Researcher,Kathmandu,Advanced AI Techniques,Nicole Smith,AI,2014,2475,60,2024
T004556,2025-08-31,2025-09-23,,Borrowed,On Time,,,M00308,21,18-25,Male,Faculty,Kathmandu,Essential Machine Learning Concepts,Michael Martinez,Computer Science,2011,1775,0,2025
T004557,2024-05-12,2024-05-28,2024-05-27,Returned,On Time,15.0,0.0,M00690,20,18-25,Male,Student,Kathmandu,Practical Self Help Applications,Alicia Johnson,Fiction,2020,950,0,2024
T004558,2024-11-09,2024-12-03,2025-01-11,Returned,Overdue,63.0,39.0,M00061,57,51-65,Female,Faculty,Pokhara,Advanced Marketing Handbook,Michael Duran,Fiction,2024,2075,390,2024
T004559,2024-12-09,2024-12-18,2025-01-29,Returned,Overdue,51.0,42.0,M01227,59,51-65,Male,Public,Nepalgunj,Complete Marketing Concepts,Amanda Clayton,Fiction,2019,1600,420,2024
T004560,2024-06-15,2024-06-26,2024-06-27,Returned,Overdue,12.0,1.0,M02072,19,18-25,Male,Public,Kathmandu,Essential Self Help Techniques,William Collins,Psychology,2021,675,10,2024
T004561,2024-06-27,2024-07-06,,Borrowed,On Time,,,M01765,41,36-50,Female,Public,Pokhara,Complete Cloud Computing Guide,Michael Cook,Business,2012,1000,0,2024
T004562,2025-03-08,2025-03-19,2025-03-19,Returned,On Time,11.0,0.0,M00591,28,26-35,Female,Public,Nepalgunj,Practical Cyber Security Guide,Christopher Hall,Self Help,2018,1075,0,2025
T004563,2024-01-07,2024-01-20,2024-01-18,Returned,On Time,11.0,0.0,M01042,69,65+,Female,Student,Biratnagar,Practical Economics Concepts,Miranda Donaldson,Self Help,2013,1425,0,2024
T004564,2025-03-09,2025-03-21,2025-03-21,Returned,On Time,12.0,0.0,M01678,40,36-50,Female,Student,Kathmandu,Advanced Business Guide,Vanessa Smith,Data Science,2008,625,0,2025
T004565,2024-11-16,2024-11-28,2024-11-27,Returned,On Time,11.0,0.0,M01352,51,51-65,Male,Student,Pokhara,Modern Fiction Concepts,Rebecca Williams,Economics,2012,1475,0,2024
T004566,2024-09-21,2024-10-08,2024-10-11,Returned,Overdue,20.0,3.0,M01515,47,36-50,Female,Student,Nepalgunj,Complete Finance Handbook,Catherine Barnett,Self Help,2012,325,30,2024
T004567,2024-10-08,2024-10-22,2024-10-22,Returned,On Time,14.0,0.0,M00338,55,51-65,Male,Student,Nepalgunj,Essential Self Help Applications,Sarah Perez,Fiction,2011,325,0,2024
T004568,2025-05-13,2025-05-24,2025-05-24,Returned,On Time,11.0,0.0,M01208,32,26-35,Female,Public,Kathmandu,Modern AI Guide,Marissa Wood,Business,2025,2400,0,2025
T004569,2025-06-11,2025-06-30,2025-06-28,Returned,On Time,17.0,0.0,M00795,29,26-35,Female,Faculty,Kathmandu,Modern Fiction Techniques,Dawn Pena,Fiction,2019,800,0,2025
T004570,2024-04-03,2024-04-14,2024-04-11,Returned,On Time,8.0,0.0,M00235,43,36-50,Male,Public,Kathmandu,Practical Finance Handbook,Nicholas Case,AI,2011,2050,0,2024
T004571,2025-07-05,2025-07-18,2025-07-30,Returned,Overdue,25.0,12.0,M01022,15,Under 18,Male,Public,Pokhara,Practical Fiction Guide,Brian Jones,History,2009,2125,120,2025
T004572,2024-11-25,2024-12-15,2024-12-14,Returned,On Time,19.0,0.0,M01078,59,51-65,Female,Faculty,Kathmandu,Modern Self Help Guide,Brandon Brown,Business,2018,1950,0,2024
T004573,2024-02-18,2024-03-06,2024-03-13,Returned,Overdue,24.0,7.0,M00481,21,18-25,Male,Student,Pokhara,Practical History Techniques,Jennifer Allen,Fiction,2008,975,70,2024
T004574,2024-04-12,2024-04-24,2024-04-21,Returned,On Time,9.0,0.0,M02069,26,26-35,Female,Student,Kathmandu,Complete Machine Learning Guide,Jason Wright,Cloud Computing,2017,2275,0,2024
T004575,2025-07-26,2025-08-05,2025-08-03,Returned,On Time,8.0,0.0,M00837,18,18-25,Female,Public,Kathmandu,Modern Self Help Handbook,Tonya Johnson,History,2013,1400,0,2025
T004576,2024-05-03,2024-05-18,2024-05-18,Returned,On Time,15.0,0.0,M00685,58,51-65,Female,Student,Kathmandu,Complete Machine Learning Applications,Jessica Watts,Self Help,2015,375,0,2024
T004577,2024-06-04,2024-06-20,,Borrowed,On Time,,,M01932,17,Under 18,Female,Student,Kathmandu,Modern Finance Handbook,Michael Lindsey,Fiction,2021,475,0,2024
T004578,2024-08-14,2024-09-04,2024-09-01,Returned,On Time,18.0,0.0,M00362,44,36-50,Male,Faculty,Pokhara,Practical Psychology Handbook,Richard Jimenez,Fiction,2011,1125,0,2024
T004579,2024-02-06,2024-02-23,2024-02-21,Returned,On Time,15.0,0.0,M01198,18,18-25,Male,Student,Nepalgunj,Complete Economics Concepts,Mario Bruce,Data Science,2017,775,0,2024
T004580,2025-02-07,2025-02-19,,Borrowed,On Time,,,M00290,16,Under 18,Male,Public,Kathmandu,Modern Cloud Computing Applications,Logan Fox,Economics,2024,300,0,2025
T004581,2024-07-28,2024-08-08,2024-08-07,Returned,On Time,10.0,0.0,M00355,34,26-35,Male,Public,Pokhara,Complete Machine Learning Techniques,Taylor Smith Jr.,Finance,2016,1200,0,2024
T004582,2024-08-03,2024-08-14,2024-08-11,Returned,On Time,8.0,0.0,M01609,20,18-25,Male,Public,Kathmandu,Modern Computer Science Guide,Ashley Shepherd,Fiction,2010,950,0,2024
T004583,2024-08-20,2024-09-06,2024-09-03,Returned,On Time,14.0,0.0,M00608,19,18-25,Male,Student,Biratnagar,Complete Finance Applications,Victor Austin,History,2018,2425,0,2024
T004584,2025-08-30,2025-09-10,2025-09-09,Returned,On Time,10.0,0.0,M00845,24,18-25,Male,Public,Kathmandu,Advanced Self Help Applications,Susan Skinner,Self Help,2019,2225,0,2025
T004585,2025-11-09,2025-11-24,,Borrowed,On Time,,,M00549,71,65+,Male,Student,Pokhara,Modern History Guide,Gerald Ramirez,Networking,2021,2175,0,2025
T004586,2025-11-24,2025-12-07,2025-12-05,Returned,On Time,11.0,0.0,M00287,26,26-35,Male,Student,Biratnagar,Complete Data Science Guide,Jonathan Mills,History,2014,2275,0,2025
T004587,2025-02-18,2025-03-07,2025-03-11,Returned,Overdue,21.0,4.0,M00922,22,18-25,Female,Student,Pokhara,Modern Fiction Guide,Chad Hampton,Business,2017,325,40,2025
T004588,2025-10-03,2025-10-18,2025-10-17,Returned,On Time,14.0,0.0,M00027,23,18-25,Female,Student,Kathmandu,Practical Networking Guide,Amanda Glover,AI,2012,875,0,2025
T004589,2025-05-13,2025-05-28,2025-05-28,Returned,On Time,15.0,0.0,M00311,24,18-25,Male,Student,Biratnagar,Complete Business Handbook,Melissa Ray,Self Help,2017,1450,0,2025
T004590,2024-04-10,2024-05-02,,Borrowed,On Time,,,M01679,32,26-35,Male,Researcher,Biratnagar,Essential Cloud Computing Applications,Tracy Franklin,Fiction,2017,1975,0,2024
